docId,filename,0 man jack men,1 fo faid fee,2 king george great,3 air murder na,4 men king scotland,5 1 ft ii,6 time man 1,7 ye wi ll,8 thou thy thee,9 er wi ye,10 dream good great,11 tom man wife,12 mr time man,13 god lord 1,14 love ll dear
28,104186260.txt,0.0630159044268875,1.4370985967291112E-4,6.581745904658027E-5,3.665092713588063E-5,7.686846993680736E-5,0.011698714066396446,1.2612346370236566E-4,1.2236189753705559E-4,1.2781269926484111E-4,0.6247842463555708,0.036518797003003485,0.0692234781494823,0.03401358267204757,7.348928969387777E-5,0.15997244326062146
29,104185769.txt,0.28460764859889137,5.718585715577275E-5,2.6190463340234773E-5,1.4584348551932923E-5,3.058794540328725E-5,0.018656946034596274,0.5781214545073232,0.020551218579048586,5.085996729444086E-5,8.711511278765774E-5,0.008030969124056325,0.08255258756463113,0.004033709875606221,2.9243282489304834E-5,0.003149698738824304
30,104184477.txt,1.7553270153915118E-4,0.14165572585416422,6.334956336003295E-5,0.05446504764186055,7.39862048336486E-5,0.4043639598537786,1.2139433017833838E-4,0.07510990271406376,1.2302022605528685E-4,0.0014202647359780412,7.252231622451109E-5,1.0259450859543435E-4,8.034459574644411E-5,7.07337305509064E-5,0.3221016210230711
31,104184311.txt,0.0013131294953679191,0.2688420182178965,1.1191715487176145E-5,0.12629493702999595,1.3070848646078197E-5,0.11994420217790558,2.144625366067523E-5,0.001089238989464887,2.1733494220853427E-5,3.722605225753849E-5,1.281222926577918E-5,2.3181143574249664E-4,1.4194160288304116E-5,0.48080705782986183,0.0013459300699383177
32,104186506.txt,0.002216600004741057,0.32561430108182887,0.06928663045980495,0.02172987910981589,6.320654285689822E-5,0.222483625061315,0.02903669698205405,1.0061436798579937E-4,1.0509639206270583E-4,1.8001356538660686E-4,6.195594028417246E-5,0.01662078357808249,0.08893424942815525,0.1416254127557513,0.08194093472987496
33,104184339.txt,2.4175255896624658E-4,0.2715181138056512,0.004655588428277816,0.07178527865782068,1.2913559822961457E-5,0.07670006409183579,0.0012878785577163756,2.0556252585681115E-5,2.1471962944593246E-5,3.677809037630079E-5,1.2658052554130017E-5,1.790685611234291E-5,1.4023354028716099E-5,0.5715008217771977,0.002174193994109254
34,104185027.txt,3.7903266977626875E-5,0.14707511661682998,0.020647026730274912,0.05250512174098125,0.0062843347767465255,0.357638410500755,2.6213017095811493E-5,2.5431227607132476E-5,0.1538625345680517,4.5500121358058464E-5,1.5659946491967024E-5,2.2153519063021124E-5,0.01568824585491431,0.2170571947132382,0.02906915339961459
35,104187156.txt,0.6159913064519692,4.323942365873363E-5,0.057113972365170226,1.102753123216947E-5,4.0123526665746684E-4,1.1694544863805077E-4,0.2673596541861336,3.681624865081274E-5,3.8456285915645596E-5,6.58695603467692E-5,2.2670572290618925E-5,3.2071179532283325E-5,2.5115827249525964E-5,2.2111458035554413E-5,0.058719508194519404
36,104186248.txt,0.014924636526278356,1.8662908772761183E-4,8.547397072386205E-5,4.759679754269441E-5,9.982538742975248E-5,0.0037687130800415467,0.02953939090783534,1.5890551533441355E-4,0.011589828820181293,0.6759231146342068,9.785024560581759E-5,0.0066663361542299475,1.0840440344668104E-4,9.543700845950987E-5,0.2567078574609563
37,104185741.txt,0.08569304679996935,7.197945999369538E-5,3.296576289972548E-5,1.8357223015271242E-5,3.8500844473623456E-5,0.005859494421861102,6.317102271544389E-5,0.005726105582307427,0.08125975040273342,1.0965121601071398E-4,0.00633198195938705,0.8145284181371845,4.180961561800718E-5,3.6808326161650704E-5,1.8795922566904405E-4
38,104185999.txt,0.06189227505127046,4.745614742052512E-5,0.005001496960364503,1.2102939945930035E-5,4.4036387059854994E-4,0.04826605506502742,0.014150976077547964,0.04029348753347943,0.0025320878523665876,0.7296075128991336,4.3986163044555784E-4,3.519877220950776E-5,4.425453475257512E-4,2.4267775178961697E-5,0.09681431207748524
39,104185755.txt,0.022006649169659144,5.22717105318881E-5,2.39398408366531E-5,1.3331073165978457E-5,2.7959434507215843E-5,0.0015126438963527413,4.587499564006503E-5,0.009186304818192782,4.6489422740215705E-5,7.962905839087438E-5,2.7406230058020673E-5,0.9667839111713935,3.036227453255973E-5,2.6730322378823818E-5,1.3649658161968235E-4
40,104187142.txt,0.08587576173843085,3.261068003334136E-5,0.0011555915027158708,8.316838249469152E-6,1.7443013885527133E-5,0.0020843472508017603,0.8794745402982048,2.7766394720136108E-5,0.008013596602485011,0.016589192785288677,1.7097886987972883E-5,2.418771772430624E-5,1.8942070381678973E-5,1.6676209395369124E-5,0.006643929010695166
41,104185033.txt,0.023156925587408624,0.0027574031598883953,0.04997101450430618,9.910820511301902E-6,2.078609377868332E-5,0.011658908114850937,0.8302089927127628,3.308802528831127E-5,3.4561983023854886E-5,5.919923290271812E-5,0.01599181146155857,2.8823468937722307E-5,0.03400435254199857,0.0020587791308581734,0.03000544316192515
42,104185966.txt,0.10499254203593912,2.1385110810577516E-4,9.794134224230119E-5,5.4539343361348415E-5,0.11605567080389097,5.783822184254021E-4,1.8768122474183645E-4,0.26011496399919565,0.026370485033632898,0.3518896695795922,1.1212284058188873E-4,1.5861583483092412E-4,0.07118500385649279,1.0935760476498787E-4,0.06787917317420189
43,104185972.txt,0.46082968599279983,3.2288417678592715E-5,1.4787723076736378E-5,8.234650332026237E-6,0.46786463254077115,0.010251784198556584,0.02120428895061316,2.7492004129806713E-5,2.8716678367680938E-5,0.011625374134030577,2.9927494785365384E-4,0.0028474089328174583,0.009618519701465083,0.015263196713569672,8.431441393806691E-5
44,104185782.txt,0.13718786186444712,0.005685692554575297,9.561687036664172E-5,5.324494441951284E-5,1.1167131991570998E-4,0.01699540581703992,0.045824200598101064,1.7776228168177573E-4,0.003836958873547401,0.5169738642083626,0.047576074410990696,1.5485135663757246E-4,1.2126837800739632E-4,0.05670156953723331,0.16850395698467402
45,104187195.txt,0.002020494623313125,0.0019662123770564635,9.241138376155435E-5,5.145994606649297E-5,1.0792761947048898E-4,0.019954518532832605,1.7708437813266454E-4,0.0037006743654626876,1.794561590869719E-4,0.6813795672900655,0.06891878517001099,0.17659323187881568,1.1720294311256215E-4,0.0036320544979648013,0.041108918834847345
46,104187181.txt,0.04227435358826877,0.026135132458273924,1.5360192460416414E-5,8.553434040372231E-6,0.6299755131080783,0.03763007924430237,0.24872776871230837,2.855628769656342E-5,2.9828372107222635E-5,5.109130301538648E-5,0.0035369003395276334,2.487580519618751E-5,1.9480930702015395E-5,0.006762506383389307,0.0047799998406332644
47,104184488.txt,0.006624210186981192,0.15999010533466726,8.369825274724137E-5,4.660797617040567E-5,0.017676560399785022,0.06601528608044348,1.6038774050586212E-4,0.11521689875002478,1.6253589491816838E-4,0.054612898561942805,9.581741106370485E-5,1.3554917596033807E-4,0.0033022993759006616,9.345430881280748E-5,0.5757836905500763
48,104185796.txt,2.3491939642200177E-4,1.8511854097996892E-4,8.478215772698615E-5,4.721155648192649E-5,9.90174163029028E-5,0.005356978531327206,1.6246478590308574E-4,0.09728374901219183,1.6464075923858736E-4,0.8938423964978981,0.0017158270885245601,1.3730455820550153E-4,1.0752699510133484E-4,9.466455618806284E-5,4.833981475079946E-4
49,104186466.txt,0.33828503290870876,0.2562067789634117,0.17294695707210764,0.018474126675344236,1.7928713204602705E-5,0.18269470645189173,2.941689109916932E-5,2.853954774846359E-5,0.009702256639281861,5.1061352842243587E-5,1.7573976276337197E-5,0.0058869495578278384,0.0011918871778180326,1.714055710507386E-5,0.014449643515332391
50,104184271.txt,5.4871755437204244E-5,0.3758816777836052,0.02535297757418883,1.102753123216947E-5,0.02649062384496361,0.00465423041877825,0.2000565937957207,3.681624865081274E-5,0.04314266350224753,6.58695603467692E-5,2.2670572290618925E-5,3.2071179532283325E-5,2.5115827249525964E-5,0.23293607325856577,0.09123671714719082
51,104184517.txt,0.1818654409975913,5.456634944019513E-5,0.04392328459630245,0.0047854699625001955,0.004323585116149228,0.04452302948429092,0.07877852451613743,0.032493025580623405,0.03249509523925702,5.602800059908254E-4,0.07637346816427346,0.2934910236860862,0.09737139015711266,0.02483998286335447,0.0841218332808903
52,104185609.txt,2.3722345603678578E-4,1.8693416012728484E-4,8.561369036604541E-5,4.767460143393077E-5,9.998856655076887E-5,0.08060321240473078,1.6405821989672414E-4,0.16362371593928043,1.6625553490243918E-4,0.6410658081690696,9.80101960701264E-5,0.0017732967305778137,1.0858160621768138E-4,9.559301413656086E-5,0.111644033710603
53,104186300.txt,3.4409266716916117E-4,2.711480340850026E-4,1.2418267382327964E-4,0.01429547368996984,1.4503343440684072E-4,0.04341231263658775,0.05477219955340602,2.3086925308811733E-4,0.047662225923376336,0.633484372667129,1.4216380765615615E-4,0.002572167238016523,1.5749764004432972E-4,1.3865768481126895E-4,0.20224760309643036
54,104186314.txt,0.0588000284891674,0.001554729371750323,0.0042586115805436885,4.069056351788319E-5,0.005666060549465769,0.08553749319929888,0.08385082015058574,1.358485297095239E-4,0.06013463685930821,0.5736620014310674,8.365230098710959E-5,1.1833966645634026E-4,0.05869023188460896,8.1589221442788E-5,0.06738526620209002
55,104184503.txt,8.712109529619862E-5,0.362067005697175,0.14831269119211266,0.08646487665706475,3.6721130281691105E-5,0.10644390003589349,0.04508492175617347,5.845396928892973E-5,6.105789259519858E-5,7.04911496968986E-4,0.007239941900768637,5.092011848411005E-5,3.987695239225428E-5,0.021646948849864515,0.22170065125564026
56,104184265.txt,4.295679598484411E-4,0.4194365254831329,0.020651712867843525,1.0940659673444923E-5,2.294598895354342E-5,0.053759395042993714,0.2468721807133094,3.652622136915276E-5,0.02742253146782557,6.535065985495906E-5,2.2491980372754446E-5,4.069469999905733E-4,0.02478339682862641,0.05779172126862444,0.14828776585758116
57,104186472.txt,3.5943289094718254E-4,0.11173739703065959,1.2971894410033737E-4,7.223493032449209E-5,1.514992662927674E-4,0.14194131178246502,2.485754201809795E-4,0.21076568767985113,2.5190471694623405E-4,0.14160674340498272,1.485017068055992E-4,2.1007960622959862E-4,1.6451914696183258E-4,1.4483927516902433E-4,0.3920675541980835
58,104185153.txt,0.11403111661731279,2.0651359864048253E-4,9.458084749381996E-5,5.2668027604841784E-5,1.1046134471753372E-4,0.007781968692404476,1.81241637988235E-4,0.22951978694934141,1.8366909923377709E-4,0.6215297069243576,1.0827576019342434E-4,1.5317351938198316E-4,1.1995441727134729E-4,1.0560540321142875E-4,0.025821277160846878
59,104187022.txt,9.244908182842192E-5,0.3396166216314166,3.3364774287144527E-5,1.8579415386391678E-5,0.0038612231847925237,0.05880496258375399,0.0013380210773294421,0.015351054119543083,0.031279885344256284,1.1097841368442486E-4,3.8195854608499286E-5,0.07267690452798865,0.16312525256077332,3.725384721132297E-5,0.31361525358313996
60,104185635.txt,0.16313130187609537,1.5273067094332418E-4,6.99488866167462E-5,3.895154239868129E-5,8.169358048610162E-5,0.26485259794635563,1.3404035935183161E-4,0.41949372941054497,0.0014713887723828483,0.11909689471750795,8.0077193996456E-5,0.0014488352436940251,8.871434497813726E-5,7.81022857279289E-5,0.029780993168920022
61,104185621.txt,2.578789486024235E-4,2.0321086909730386E-4,9.306823543682643E-5,5.1825718662977455E-5,1.0869475913198611E-4,0.13737684638062148,0.00550927457556492,1.7302408894904334E-4,1.8073171707491767E-4,0.846150695955141,0.007214452792007625,1.5072384676465483E-4,1.1803601092733427E-4,1.0391647770046093E-4,0.0023076196243169995
62,104186328.txt,0.029347909233221357,0.0036555220478758066,2.359472371892227E-5,1.313889220793895E-5,2.7556370864631355E-5,0.11411595907141397,0.0022977160904494374,0.04734641620591682,4.581923049914998E-5,7.848112464699571E-5,2.701114141937731E-5,0.8019290765020584,2.9924571510809225E-5,2.6344977635793135E-5,0.0010355298165606536
63,104187036.txt,4.6725315091434547E-4,0.2150825744348605,2.1370762260251423E-5,1.1900463217280628E-5,2.495899750803502E-5,0.04133801896356095,4.095196923836201E-5,0.5925105930747608,8.575760278967558E-4,0.006191650511739666,2.4465159606365993E-5,3.460991261991247E-5,2.7103979309769496E-5,2.3861786241415345E-5,0.14334311080626563
64,104185147.txt,0.07803867309052952,1.8159109297199137E-4,8.316662720366349E-5,4.6311936649228526E-5,9.713063183472491E-5,0.03860128522331611,1.5936900693698882E-4,0.19546915269462065,1.6150351693355585E-4,0.25910808940170954,9.520880835613344E-5,1.3468820930946824E-4,1.0547805995596192E-4,9.286071580349653E-5,0.42762549098386904
65,104184259.txt,5.556507047481215E-5,0.43729792533493067,2.005337422476629E-5,0.04327711938084261,0.0023207276279948474,0.041087068378056736,0.3484633548397088,3.728142893554285E-5,0.015354323609501473,6.670183473538976E-5,0.008446416800887046,3.247640496869206E-5,2.5433170490603543E-5,0.028355846469572264,0.07515970627467573
66,104185812.txt,0.4643675453192302,0.002012371478547273,9.458084749381996E-5,5.2668027604841784E-5,0.04164519258257371,0.03125812113119275,1.81241637988235E-4,0.31439510730496056,0.001989526979140568,0.1357539372294309,1.0827576019342434E-4,0.005570747159102355,0.0019258122971781376,1.0560540321142875E-4,5.392668421518126E-4
67,104185806.txt,0.0020754239043152853,2.0726217068877233E-4,9.492368486241713E-5,5.2858939068121144E-5,1.1086174583211602E-4,0.018684599434087117,1.8189860404314571E-4,0.0019888773407216354,1.843348643684999E-4,0.8938307937950255,0.0019210720061405293,1.53728743909096E-4,1.2038922894684641E-4,1.0598820247265354E-4,0.08028698733551824
68,104186499.txt,5.2357566094723554E-5,0.24429097827437843,1.889578934074008E-5,1.0522256682870194E-5,2.2068466876592253E-5,0.1206129260743259,3.620927388518207E-5,7.56694255427344E-4,3.6694243068098E-5,6.28514584964054E-5,2.1631820918681472E-5,0.6335645875397591,2.3965035832425973E-5,2.109832492733227E-5,4.685196199862395E-4
69,104185190.txt,0.0011925604835733084,6.357603664298524E-5,2.911709187955123E-5,1.621406277825035E-5,3.400596641396525E-5,0.051318479897059,5.5795962560481635E-5,5.4131877236725346E-5,0.9440436229371775,0.0017646714041521783,3.333312548384801E-5,4.7155080077399876E-5,3.6928446737338294E-5,0.0011443921757697492,1.6601545245781144E-4
70,104185184.txt,0.10564841174514432,3.762068755949492E-5,1.7229841211917805E-5,0.011852660387938157,2.012279948815622E-5,0.11392677055619772,0.12306931185686103,3.2032170422446074E-5,3.3459093454842775E-5,0.003347050664152082,1.9724650441034495E-5,0.03818889358349889,0.5980966763953791,1.9238190148088543E-5,0.005690797378102735
71,104186102.txt,0.18310057119647896,3.157520694730651E-5,0.028453724524151233,8.052757213458075E-6,0.04916435413306711,8.539838022439088E-5,0.5091733596549776,2.688474017016887E-5,0.0014086291319825586,6.003193718813843E-4,0.03259745873569135,0.053864743690111495,0.07815728774166415,0.053029142630062,0.010298498105376851
72,104184715.txt,0.006194192024883798,2.2522272973705208E-4,1.0314941385766062E-4,5.7439495631856096E-5,0.027692906522638314,0.05181509406223195,1.976612519390917E-4,1.9176610875430323E-4,0.008078148033830468,0.7841881178706824,1.180850192706733E-4,0.006075429851145946,0.004069741408286431,1.1517274088892636E-4,0.11087787346622112
73,104186664.txt,0.0706713798023299,5.8502321692392624E-5,2.6793388921836928E-5,1.4920092013922546E-5,3.1292104567358256E-5,0.25952597569874825,0.0578591454482839,4.981185778691396E-5,0.35917660797648066,0.013390030838538545,0.04863015277670594,4.3391847145334207E-5,3.398135499952595E-5,0.12383069665104394,0.06665731784074166
74,104186670.txt,9.400611553380212E-5,0.18663236726010346,0.2552560312530448,1.8892331160250428E-5,3.96231338007877E-5,0.19517967409221904,6.501244114532178E-5,6.307347918092825E-5,0.018203494676413575,1.128475196534487E-4,3.8839151781981344E-5,0.3427262470474215,0.0013385720326431541,3.788127903234168E-5,1.934381868657248E-4
75,104185379.txt,1.625558169067311E-4,0.16030670100967148,5.866621964100533E-5,3.266870785574293E-5,6.851650923790963E-5,0.03843087085339442,1.1241981885400349E-4,0.2106935274695554,0.0012340556236567122,0.03715943006214347,6.716084384546575E-5,9.50098415203604E-5,7.440483329364847E-5,6.550448578379919E-5,0.5514385079046399
76,104184701.txt,2.649408563842499E-4,2.0877571425278186E-4,9.561687036664172E-5,5.324494441951284E-5,1.1167131991570998E-4,0.21964132890897298,0.003834504822295109,0.21925443589458238,0.003836958873547401,0.3015484684890103,1.0946179486222851E-4,1.5485135663757246E-4,1.2126837800739632E-4,1.067621872339842E-4,0.2506577095895117
77,104187208.txt,1.8902196638573139E-4,1.4895096430281028E-4,6.8217824547753E-5,3.798758799087811E-5,7.967186627019761E-5,0.029057886198873298,1.3072319173114468E-4,0.05092438305559248,1.3247403378567038E-4,0.8989529441791018,7.809548135136169E-5,1.1047864919210767E-4,8.651888419248317E-5,7.616944718160501E-5,0.019926476669500762
78,104186116.txt,3.9193067048293406E-5,3.0884479949356196E-5,1.4144735781304545E-5,7.876598215527924E-6,1.6519692691262967E-5,0.007105331844203026,2.7105012799572795E-5,0.01623045417201269,0.003808438139461006,0.9704060165053616,1.6192834596411834E-5,2.2907375200801102E-5,0.0021784937390259005,1.579347790895397E-5,8.064832574432434E-5
79,104185437.txt,2.2862777272479584E-4,0.17505121183557348,8.251151749557188E-5,4.594713407974189E-5,9.636552662356639E-5,0.10761547453817119,1.5811364541610292E-4,1.533979888569508E-4,1.602313417186705E-4,2.7445104958739175E-4,9.44588414914535E-5,1.336272602671555E-4,1.0464720143264337E-4,9.212924503849564E-5,0.7157088051015228
80,104184729.txt,2.1603501595005934E-4,1.7023748384496434E-4,7.796680510760281E-5,4.34163781830868E-5,9.105773910598997E-5,0.04065374369016945,1.4940478797607253E-4,0.09690664271943612,1.5140584213082416E-4,0.8115689212627476,8.925607368267513E-5,0.020967247320436422,9.888326147428845E-5,8.705479078132895E-5,0.028728726828973455
81,104187220.txt,0.514003348958605,2.0614133668325855E-4,9.441035580883777E-5,5.257308807946245E-5,0.027149301762797076,5.575303521975108E-4,1.8091493133389288E-4,0.30661796731294033,1.8333801683139564E-4,0.14812744527449903,1.0808058202271371E-4,0.0019555000441249326,1.1973818712260617E-4,1.0541503863325222E-4,5.382947583207865E-4
